"w_geocode","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05","createdate","county","tract"
"360610021003003",1219,300,667,252,212,224,783,0,0,0,0,44,0,171,0,0,1,27,243,0,0,0,24,0,0,0,709,703,344,9,142,2,19,942,277,129,180,281,329,517,702,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021003004",1305,100,675,530,312,137,856,0,0,0,0,46,22,10,0,0,274,90,11,0,122,0,0,0,7,648,75,634,526,8,109,1,27,1051,254,160,224,348,473,603,702,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021003005",124,20,79,25,2,7,115,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,95,13,0,16,0,0,110,14,13,12,19,60,74,50,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021003006",935,154,630,151,17,32,886,0,0,0,0,0,0,0,0,14,399,15,369,0,26,0,0,0,0,111,1,622,111,6,178,1,17,823,112,66,129,177,409,448,487,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021003007",1090,335,603,152,77,67,946,0,0,0,45,0,0,134,0,484,0,0,33,370,8,8,0,2,0,6,0,783,149,5,126,0,27,945,145,81,135,170,369,558,532,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021003008",685,77,509,99,20,11,654,0,0,0,0,0,0,0,0,3,511,0,154,0,2,0,0,0,15,0,0,475,53,2,144,1,10,587,98,73,82,125,328,394,291,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021004000",470,160,241,69,150,101,219,0,0,0,0,0,0,1,0,0,2,15,31,0,0,147,256,11,0,7,0,284,131,5,41,0,9,365,105,29,64,95,122,219,251,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021004001",6760,1016,4070,1674,183,330,6247,0,0,0,6,0,0,427,0,194,5361,361,187,0,17,14,19,0,61,113,0,4115,859,26,1624,16,120,5969,791,494,844,1288,3118,3796,2964,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610021004002",304,38,203,63,18,20,266,0,0,0,0,0,0,0,0,1,5,18,223,0,0,54,0,0,0,3,0,204,28,2,65,0,5,267,37,32,36,59,139,150,154,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002100"
"360610022011000",14,0,12,2,0,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,7,5,0,2,0,0,8,6,4,3,5,2,8,6,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022011001",96,28,51,17,11,18,67,0,0,0,0,0,2,1,0,9,0,2,12,14,2,0,7,0,12,35,0,69,16,0,8,0,3,74,22,19,21,17,11,55,41,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022011002",142,40,64,38,23,61,58,0,0,0,0,6,0,8,6,2,4,2,8,0,1,0,0,0,95,10,0,94,18,0,18,2,10,105,37,24,29,21,28,75,67,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022012000",152,43,84,25,20,48,84,0,0,0,3,0,0,11,0,0,0,0,7,0,0,0,112,0,0,19,0,85,51,0,12,0,4,118,34,18,30,33,28,44,108,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022012001",652,81,422,149,45,85,522,0,0,0,0,0,0,26,0,0,0,0,1,0,0,81,5,2,48,2,487,373,207,2,56,0,14,501,151,69,107,182,213,294,358,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022013001",145,35,84,26,23,28,94,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,94,0,0,2,0,60,63,0,19,0,3,91,54,20,32,33,25,62,83,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022014001",526,70,331,125,61,79,386,0,0,0,0,0,0,33,4,0,0,66,0,0,1,399,11,11,0,1,0,288,159,7,61,1,10,401,125,73,94,124,165,265,261,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002201"
"360610022021000",140,58,64,18,35,56,49,0,0,0,3,0,0,7,0,1,4,16,20,0,0,1,44,1,40,3,0,90,27,1,15,0,7,96,44,12,17,29,24,80,60,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002202"
"360610022021001",201,42,120,39,25,78,98,0,0,0,0,0,0,6,0,4,2,38,3,1,0,0,13,8,63,9,54,126,50,0,21,1,3,144,57,26,33,45,55,100,101,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002202"
"360610022021002",31,5,14,12,20,5,6,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,6,0,9,0,22,6,0,2,0,1,23,8,4,7,5,10,17,14,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002202"
"360610024001000",13,1,8,4,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,1,2,1,1,10,3,4,2,2,4,3,10,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002400"
"360610024001002",2,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002400"
"360610024002000",41,23,17,1,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,29,7,1,2,0,2,23,18,6,5,4,3,21,20,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002400"
"360610024003000",61,3,41,17,0,4,57,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,2,0,0,0,0,18,39,0,4,0,0,49,12,14,16,14,14,35,26,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002400"
"360610024003001",1381,131,826,424,33,44,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,7,0,0,440,625,14,264,3,35,1089,292,177,238,399,436,445,936,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002400"
"360610025002000",11,9,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,9,0,0,11,0,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002500"
"360610025004000",85,13,53,19,3,22,60,0,0,0,0,0,0,0,0,0,0,5,39,0,2,0,34,0,5,0,0,36,9,2,37,0,1,68,17,12,6,14,40,46,39,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002500"
"360610025004001",81,11,45,25,7,16,58,0,0,0,0,0,0,18,2,1,0,56,1,0,0,0,2,0,0,1,0,33,33,0,13,0,2,59,22,12,19,23,16,43,38,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002500"
"360610026011000",22,1,15,6,7,12,3,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,4,5,0,8,1,1,12,0,0,13,9,10,3,4,4,14,8,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002601"
"360610026011001",111,14,69,28,13,19,79,0,0,0,0,6,0,0,0,0,0,1,11,0,0,80,0,0,13,0,0,71,28,0,9,0,3,81,30,13,18,34,32,43,68,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002601"
"360610026011002",110,30,59,21,14,46,50,0,0,0,0,15,5,52,0,15,0,0,0,0,2,0,18,2,0,1,0,70,21,2,11,1,5,77,33,16,24,20,20,67,43,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002601"
"360610026012000",289,38,175,76,36,52,201,0,0,0,1,0,0,0,0,0,0,20,3,0,0,191,61,0,0,13,0,151,95,2,33,0,8,199,90,46,48,73,84,127,162,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002601"
"360610026012001",81,20,42,19,13,17,51,0,0,0,0,0,0,0,0,3,31,4,2,0,2,0,20,0,18,1,0,64,5,0,10,0,2,58,23,10,11,20,20,47,34,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002601"
"360610026021000",501,67,307,127,34,83,384,0,0,0,21,0,12,48,0,1,0,4,0,6,3,0,2,0,32,0,372,309,138,5,38,0,11,366,135,68,83,123,160,256,245,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610026021001",94,41,40,13,33,41,20,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,1,73,11,0,55,27,1,8,0,3,60,34,8,17,15,13,52,42,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610026021002",108,34,61,13,22,41,45,0,0,0,0,0,0,12,0,0,0,3,1,0,0,14,2,3,66,7,0,84,12,4,8,0,0,77,31,16,18,13,27,60,48,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610026022000",231,57,130,44,22,26,183,0,0,0,0,0,0,2,0,70,1,1,77,0,0,0,0,1,64,15,0,169,17,0,40,0,5,212,19,12,38,49,75,140,91,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610026023000",65,22,35,8,10,17,38,0,0,0,0,0,1,14,0,0,0,1,17,0,2,5,6,0,13,6,0,43,6,0,13,0,3,53,12,7,9,11,16,25,40,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610026023001",69,7,43,19,25,23,21,0,0,0,3,0,1,17,0,0,0,11,6,0,0,0,13,0,13,5,0,44,6,0,13,0,6,42,27,14,12,23,13,29,40,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002602"
"360610027001000",1179,96,582,501,428,632,119,0,0,0,0,0,5,5,0,19,0,0,40,0,0,2,1086,0,20,2,0,128,19,5,1006,2,19,1141,38,314,224,195,350,310,869,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001001",276,36,163,77,91,109,76,0,0,0,2,0,3,18,0,0,26,8,91,0,0,0,27,0,83,18,0,21,5,1,245,1,3,272,4,56,32,54,98,124,152,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001002",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001003",30,2,19,9,8,13,9,0,0,0,0,0,0,17,0,6,0,1,0,0,0,0,5,0,0,1,0,7,2,0,21,0,0,24,6,6,12,2,8,16,14,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001004",19,5,11,3,8,4,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,2,0,0,16,1,0,16,3,4,3,3,4,8,11,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001005",168,43,78,47,18,39,111,0,0,0,2,2,0,0,0,0,40,41,43,0,0,11,14,0,12,3,0,76,10,4,77,0,1,138,30,28,14,29,54,92,76,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610027001006",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002700"
"360610028001000",86,20,52,14,28,31,27,0,0,0,1,0,1,11,0,0,0,1,15,2,0,0,18,0,26,11,0,40,9,2,32,3,0,78,8,11,16,20,19,40,46,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028002000",23,4,14,5,9,6,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,16,0,6,2,0,14,0,1,19,4,11,3,3,2,8,15,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028002001",233,43,142,48,16,50,167,0,0,0,14,0,1,8,0,21,0,0,9,0,9,110,8,20,10,23,0,153,45,1,32,0,2,178,55,23,42,54,71,113,120,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028003000",89,15,59,15,20,25,44,0,0,0,0,0,9,1,0,4,0,6,6,0,0,0,2,0,23,38,0,49,14,1,21,0,4,62,27,20,20,15,19,51,38,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028003001",107,38,49,20,19,29,59,0,0,0,0,15,1,33,0,0,6,4,18,0,0,0,0,2,24,4,0,74,14,2,14,0,3,88,19,7,19,19,24,54,53,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028004001",5,0,4,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,4,1,0,0,0,0,5,0,0,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028004002",45,3,28,14,8,23,14,0,0,0,0,0,0,31,0,0,0,14,0,0,0,0,0,0,0,0,0,30,4,2,7,0,2,14,31,13,3,16,10,27,18,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028004003",38,7,14,17,10,9,19,0,0,0,9,0,0,0,0,0,0,15,1,0,0,0,0,11,0,2,0,27,2,0,8,0,1,15,23,9,6,5,11,34,4,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028004004",311,63,186,62,24,56,231,0,0,0,12,0,10,15,4,2,0,26,139,0,0,0,92,6,4,1,0,192,78,3,33,0,5,242,69,47,62,74,65,176,135,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610028004005",8,1,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,2,0,2,0,0,3,5,2,0,3,2,5,3,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002800"
"360610029011000",256,1,90,165,12,8,236,0,0,0,0,0,0,0,0,0,0,0,1,0,227,0,0,0,0,6,22,212,31,0,7,0,6,199,57,9,37,92,117,219,37,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029011001",468,16,330,122,3,10,455,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,423,335,54,1,56,0,22,427,41,10,45,47,350,260,208,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029011002",11780,1403,7603,2774,505,1192,10083,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,6,0,1,0,11760,6638,3655,101,1072,23,291,9156,2624,1131,1993,2952,4301,4924,6856,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029012002",718,184,419,115,47,117,554,0,0,0,3,0,0,0,0,0,0,22,0,0,0,305,1,0,0,0,387,394,228,6,71,0,19,548,170,65,108,161,200,295,423,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029013000",44,4,31,9,6,9,29,0,0,0,0,3,0,12,0,0,0,0,26,0,0,0,0,1,2,0,0,23,1,0,19,1,0,39,5,4,11,10,15,19,25,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029013001",147,32,81,34,14,13,120,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,103,0,7,10,0,20,3,0,122,2,0,140,7,17,18,31,49,49,98,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029013002",2421,334,1487,600,171,219,2031,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,81,0,2,0,2319,1355,752,15,241,2,56,1951,470,241,384,603,859,1017,1404,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029013003",1366,162,881,323,54,145,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,1328,770,438,5,120,1,32,1063,303,146,212,384,462,592,774,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002901"
"360610029021000",176,26,82,68,56,79,41,0,0,0,1,0,0,12,0,0,6,0,10,2,1,0,135,0,4,5,0,28,4,0,143,0,1,171,5,32,23,37,58,58,118,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029021001",205,27,101,77,60,87,58,0,0,0,1,0,0,26,0,0,13,5,5,0,0,0,2,0,151,2,0,51,7,0,147,0,0,198,7,37,27,46,68,125,80,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029021002",639,122,328,189,186,214,239,0,0,0,0,13,10,98,0,0,12,20,23,0,146,0,166,6,141,4,0,54,8,0,571,0,6,632,7,95,82,140,200,254,385,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029022000",415,113,217,85,115,121,179,0,0,0,0,10,2,48,0,0,59,5,20,0,8,7,19,39,184,14,0,140,39,0,228,1,7,372,43,47,52,66,137,232,183,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029022001",653,119,381,153,129,157,367,0,0,0,0,0,2,85,0,0,55,29,36,0,0,24,115,0,58,17,232,228,87,1,328,1,8,576,77,86,92,146,210,294,359,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029022002",520,57,269,194,116,120,284,0,0,0,0,6,0,58,4,0,0,17,25,250,10,4,10,0,107,29,0,216,41,1,255,0,7,463,57,68,71,125,199,247,273,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029022003",690,132,355,203,180,266,244,1,0,0,0,0,3,20,0,0,103,19,81,0,3,0,141,4,304,11,0,171,36,2,470,1,10,638,52,100,96,130,232,326,364,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029022004",180,34,104,42,48,42,90,0,0,0,0,0,0,35,0,0,83,10,0,0,16,0,0,0,10,26,0,76,22,0,82,0,0,163,17,20,29,41,56,82,98,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029023000",246,50,125,71,77,101,68,0,0,0,0,5,2,45,0,1,0,14,5,0,0,72,19,0,67,16,0,48,12,1,179,0,6,224,22,38,31,49,78,109,137,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029025000",150,7,81,62,69,60,21,0,0,0,0,0,1,11,0,0,6,0,9,0,0,0,0,0,106,17,0,5,1,0,143,0,1,150,0,37,37,24,45,91,59,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610029025001",61,3,27,31,6,9,46,0,0,0,0,0,0,0,0,0,0,15,1,0,26,0,14,4,0,1,0,40,11,0,8,0,2,50,11,7,7,24,20,22,39,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061002902"
"360610030011000",374,79,247,48,76,97,201,0,0,0,0,0,0,8,0,4,0,0,2,0,0,8,0,0,331,21,0,212,47,3,107,1,4,324,50,58,79,75,83,220,154,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030011001",562,170,312,80,74,141,347,0,0,0,2,0,0,113,0,9,10,9,67,0,0,0,0,3,349,0,0,383,90,7,66,2,14,349,213,75,108,99,110,339,223,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030011002",191,65,95,31,34,40,117,0,0,0,49,0,0,33,0,9,0,2,0,5,0,0,0,0,78,15,0,114,22,0,51,0,4,147,44,24,31,27,44,106,85,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030012000",330,119,176,35,114,92,124,0,0,0,0,2,35,49,0,0,0,0,29,0,2,0,0,0,206,7,0,226,54,2,37,3,8,258,72,41,51,50,69,171,159,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030012001",170,46,87,37,32,49,89,0,0,0,19,0,0,16,0,0,0,9,4,0,14,0,5,0,79,24,0,112,13,2,39,0,4,130,40,20,34,32,38,87,83,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030012002",94,21,53,20,37,32,25,0,0,0,2,4,1,22,0,0,0,1,3,0,1,21,0,17,9,13,0,61,7,0,25,0,1,73,21,9,23,15,26,53,41,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030013000",191,49,109,33,41,57,93,0,0,0,0,27,0,9,0,0,0,5,7,14,0,0,1,0,120,8,0,135,20,3,27,0,6,148,43,20,40,42,40,108,83,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030013001",161,32,94,35,15,61,85,0,0,0,11,0,0,8,0,18,0,21,5,0,14,0,18,7,59,0,0,116,16,2,21,1,5,105,56,26,26,37,40,86,75,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030013002",128,14,85,29,1,13,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,73,40,1,12,0,2,102,26,14,21,39,40,53,75,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030014000",88,22,51,15,9,22,57,0,0,0,0,0,26,1,1,0,0,2,2,0,2,1,2,0,49,2,0,56,11,2,16,0,3,71,17,13,25,11,17,55,33,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030014001",160,34,91,35,13,25,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,39,0,0,0,0,85,56,1,14,1,3,114,46,19,34,33,40,63,97,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030014002",157,27,84,46,18,40,99,0,0,0,0,0,0,3,1,1,0,63,0,1,12,0,26,0,44,6,0,75,29,5,46,0,2,128,29,25,30,34,41,88,69,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003001"
"360610030021000",232,65,120,47,56,73,103,0,0,0,0,0,0,93,0,3,0,8,2,0,2,0,0,44,76,4,0,160,31,3,32,0,6,183,49,19,34,52,62,111,121,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610030021001",149,42,84,23,42,37,70,0,0,0,0,0,0,16,0,0,0,5,4,0,7,0,55,0,26,36,0,99,26,1,20,0,3,117,32,10,25,31,41,68,81,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610030021002",110,42,60,8,11,16,83,0,0,0,0,0,0,1,0,0,0,0,83,0,8,0,0,2,13,3,0,72,16,1,14,2,5,90,20,9,9,22,28,55,55,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610030022000",57,13,26,18,24,18,15,0,0,0,0,0,0,17,0,0,0,0,4,0,20,0,12,0,0,4,0,42,7,0,8,0,0,47,10,9,8,13,14,23,34,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610030022001",228,58,118,52,68,72,88,0,0,0,7,0,0,24,0,0,0,3,24,0,2,0,11,0,152,5,0,171,19,3,31,0,4,190,38,22,41,49,58,132,96,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610030022003",5,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003002"
"360610031001000",584,225,280,79,70,85,429,0,0,0,1,17,0,20,8,59,0,10,157,0,135,18,122,11,25,1,0,376,76,0,117,1,14,485,99,45,67,92,155,243,341,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001001",555,127,306,122,57,127,371,0,0,0,0,0,10,25,0,9,6,0,192,0,10,3,244,0,54,2,0,196,47,1,304,0,7,490,65,51,75,99,203,185,370,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001002",165,31,82,52,40,59,66,0,0,0,2,0,4,7,2,0,8,4,76,0,0,9,19,0,29,5,0,33,6,0,125,0,1,161,4,19,23,30,62,64,101,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001003",786,221,436,129,184,280,322,0,0,0,10,0,42,28,19,80,4,44,49,0,4,0,462,0,23,15,6,168,31,2,574,1,10,724,62,90,115,126,234,282,504,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001004",558,124,310,124,52,74,432,0,0,0,40,0,24,17,0,112,8,6,110,0,9,4,34,12,40,142,0,325,98,2,115,2,16,474,84,75,74,119,166,301,257,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001005",428,128,247,53,22,46,360,0,0,0,0,0,39,5,0,62,0,0,205,0,44,0,22,7,0,44,0,261,56,3,93,2,13,360,68,38,53,90,119,154,274,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001006",618,154,400,64,121,110,387,0,0,0,0,0,0,61,0,537,0,1,5,0,0,0,0,2,0,12,0,482,70,1,50,1,14,545,73,58,92,122,192,329,289,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001007",265,42,154,69,40,36,189,0,0,0,65,21,0,22,0,0,0,10,9,0,20,0,0,17,0,8,93,138,47,2,74,0,4,228,37,38,46,52,87,133,132,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001008",774,139,420,215,88,97,589,0,0,0,0,0,6,29,0,6,0,11,81,0,11,0,15,0,46,14,555,460,215,4,81,0,14,624,150,74,148,182,231,335,439,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001009",50,6,34,10,6,6,38,0,0,0,0,0,1,1,0,0,8,18,0,0,0,0,0,1,0,0,21,36,10,0,4,0,0,31,19,9,12,13,10,30,20,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001010",76,26,30,20,16,37,23,0,0,0,0,0,0,12,0,4,0,0,3,2,14,0,0,0,34,7,0,46,13,2,15,0,0,59,17,8,12,11,19,40,36,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001011",4753,493,2960,1300,136,243,4374,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3450,0,0,0,1298,1880,1916,36,803,10,108,3775,978,539,851,1194,1676,1662,3091,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031001012",515,85,273,157,72,31,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,282,158,1,57,1,16,430,85,38,74,126,192,219,296,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002000",3089,217,1844,1028,71,152,2866,0,0,0,2,5,0,0,15,0,6,25,46,2,112,0,29,0,0,0,2847,1889,559,35,366,10,230,2592,497,67,623,316,1866,1464,1625,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002001",1897,704,731,462,629,258,1010,0,0,0,0,0,1,0,0,0,0,0,327,234,0,0,75,0,0,1,1259,944,689,24,182,9,49,1378,519,176,261,332,424,725,1172,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002002",930,135,449,346,35,44,851,0,0,0,5,0,0,22,0,0,2,0,10,0,54,0,1,0,10,4,822,609,135,2,106,3,75,795,135,38,158,122,477,441,489,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002003",4094,685,2395,1014,400,424,3270,0,0,0,0,0,0,26,0,0,10,5,6,0,21,2,0,41,11,49,3923,2294,1215,32,448,8,97,3322,772,396,698,1011,1304,1755,2339,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002007",309,43,184,82,27,23,259,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,292,176,92,1,34,1,5,249,60,31,43,71,121,131,178,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
"360610031002008",4605,580,2954,1071,198,516,3891,0,0,0,0,0,0,0,0,19,26,0,0,0,2,214,0,0,0,16,4328,2559,1468,40,428,7,103,3586,1019,488,805,1206,1526,1937,2668,0,0,0,0,0,0,0,0,0,0,20251202,"061","36061003100"
