"metric_month","industry","pickup_dropoff","locationid","borough","zone","trip_count"
"2023-01-01","Green Cab","Drop-off","263","Manhattan","Yorkville West","1573"
"2023-01-01","Green Cab","Pick-up","263","Manhattan","Yorkville West","75"
"2023-01-01","Green Cab","Drop-off","264","Unknown","N/A","428"
"2023-01-01","Green Cab","Drop-off","265","N/A","Outside of NYC","243"
"2023-01-01","Yellow Taxi","Drop-off","1","EWR","Newark Airport","7525"
"2023-01-01","Yellow Taxi","Drop-off","2","Queens","Jamaica Bay","23"
"2023-01-01","Yellow Taxi","Pick-up","2","Queens","Jamaica Bay","2"
"2023-01-01","Yellow Taxi","Drop-off","3","Bronx","Allerton/Pelham Gardens","171"
"2023-01-01","Yellow Taxi","Pick-up","3","Bronx","Allerton/Pelham Gardens","13"
"2023-01-01","Yellow Taxi","Drop-off","4","Manhattan","Alphabet City","12156"
"2023-01-01","Yellow Taxi","Pick-up","4","Manhattan","Alphabet City","3637"
"2023-01-01","Yellow Taxi","Drop-off","5","Staten Island","Arden Heights","13"
"2023-01-01","Yellow Taxi","Drop-off","6","Staten Island","Arrochar/Fort Wadsworth","84"
"2023-01-01","Yellow Taxi","Pick-up","6","Staten Island","Arrochar/Fort Wadsworth","48"
"2023-01-01","Yellow Taxi","Drop-off","7","Queens","Astoria","9389"
"2023-01-01","Yellow Taxi","Pick-up","7","Queens","Astoria","1451"
"2023-01-01","Yellow Taxi","Drop-off","8","Queens","Astoria Park","45"
"2023-01-01","Yellow Taxi","Pick-up","8","Queens","Astoria Park","11"
"2023-01-01","Yellow Taxi","Drop-off","9","Queens","Auburndale","248"
"2023-01-01","Yellow Taxi","Pick-up","9","Queens","Auburndale","15"
"2023-01-01","Yellow Taxi","Drop-off","10","Queens","Baisley Park","4149"
"2023-01-01","Yellow Taxi","Pick-up","10","Queens","Baisley Park","1280"
"2023-01-01","Yellow Taxi","Drop-off","11","Brooklyn","Bath Beach","173"
"2023-01-01","Yellow Taxi","Pick-up","11","Brooklyn","Bath Beach","17"
"2023-01-01","Yellow Taxi","Drop-off","12","Manhattan","Battery Park","1180"
"2023-01-01","Yellow Taxi","Pick-up","12","Manhattan","Battery Park","793"
"2023-01-01","Yellow Taxi","Drop-off","13","Manhattan","Battery Park City","21353"
"2023-01-01","Yellow Taxi","Pick-up","13","Manhattan","Battery Park City","15778"
"2023-01-01","Yellow Taxi","Drop-off","14","Brooklyn","Bay Ridge","1892"
"2023-01-01","Yellow Taxi","Pick-up","14","Brooklyn","Bay Ridge","120"
"2023-01-01","Yellow Taxi","Drop-off","15","Queens","Bay Terrace/Fort Totten","343"
"2023-01-01","Yellow Taxi","Pick-up","15","Queens","Bay Terrace/Fort Totten","16"
"2023-01-01","Yellow Taxi","Drop-off","16","Queens","Bayside","469"
"2023-01-01","Yellow Taxi","Pick-up","16","Queens","Bayside","26"
"2023-01-01","Yellow Taxi","Drop-off","17","Brooklyn","Bedford","3456"
"2023-01-01","Yellow Taxi","Pick-up","17","Brooklyn","Bedford","244"
"2023-01-01","Yellow Taxi","Drop-off","18","Bronx","Bedford Park","394"
"2023-01-01","Yellow Taxi","Pick-up","18","Bronx","Bedford Park","34"
"2023-01-01","Yellow Taxi","Drop-off","19","Queens","Bellerose","281"
"2023-01-01","Yellow Taxi","Pick-up","19","Queens","Bellerose","46"
"2023-01-01","Yellow Taxi","Drop-off","20","Bronx","Belmont","317"
"2023-01-01","Yellow Taxi","Pick-up","20","Bronx","Belmont","26"
"2023-01-01","Yellow Taxi","Drop-off","21","Brooklyn","Bensonhurst East","318"
"2023-01-01","Yellow Taxi","Pick-up","21","Brooklyn","Bensonhurst East","34"
"2023-01-01","Yellow Taxi","Drop-off","22","Brooklyn","Bensonhurst West","467"
"2023-01-01","Yellow Taxi","Pick-up","22","Brooklyn","Bensonhurst West","35"
"2023-01-01","Yellow Taxi","Drop-off","23","Staten Island","Bloomfield/Emerson Hill","99"
"2023-01-01","Yellow Taxi","Pick-up","23","Staten Island","Bloomfield/Emerson Hill","25"
"2023-01-01","Yellow Taxi","Drop-off","24","Manhattan","Bloomingdale","11222"
"2023-01-01","Yellow Taxi","Pick-up","24","Manhattan","Bloomingdale","8514"
"2023-01-01","Yellow Taxi","Drop-off","25","Brooklyn","Boerum Hill","4634"
"2023-01-01","Yellow Taxi","Pick-up","25","Brooklyn","Boerum Hill","853"
"2023-01-01","Yellow Taxi","Drop-off","26","Brooklyn","Borough Park","881"
"2023-01-01","Yellow Taxi","Pick-up","26","Brooklyn","Borough Park","58"
"2023-01-01","Yellow Taxi","Drop-off","27","Queens","Breezy Point/Fort Tilden/Riis Beach","25"
"2023-01-01","Yellow Taxi","Drop-off","28","Queens","Briarwood/Jamaica Hills","1698"
"2023-01-01","Yellow Taxi","Pick-up","28","Queens","Briarwood/Jamaica Hills","452"
"2023-01-01","Yellow Taxi","Drop-off","29","Brooklyn","Brighton Beach","354"
"2023-01-01","Yellow Taxi","Pick-up","29","Brooklyn","Brighton Beach","22"
"2023-01-01","Yellow Taxi","Drop-off","30","Queens","Broad Channel","31"
"2023-01-01","Yellow Taxi","Pick-up","30","Queens","Broad Channel","12"
"2023-01-01","Yellow Taxi","Drop-off","31","Bronx","Bronx Park","101"
"2023-01-01","Yellow Taxi","Pick-up","31","Bronx","Bronx Park","4"
"2023-01-01","Yellow Taxi","Drop-off","32","Bronx","Bronxdale","208"
"2023-01-01","Yellow Taxi","Pick-up","32","Bronx","Bronxdale","29"
"2023-01-01","Yellow Taxi","Drop-off","33","Brooklyn","Brooklyn Heights","7421"
"2023-01-01","Yellow Taxi","Pick-up","33","Brooklyn","Brooklyn Heights","1226"
"2023-01-01","Yellow Taxi","Drop-off","34","Brooklyn","Brooklyn Navy Yard","329"
"2023-01-01","Yellow Taxi","Pick-up","34","Brooklyn","Brooklyn Navy Yard","29"
"2023-01-01","Yellow Taxi","Drop-off","35","Brooklyn","Brownsville","442"
"2023-01-01","Yellow Taxi","Pick-up","35","Brooklyn","Brownsville","56"
"2023-01-01","Yellow Taxi","Drop-off","36","Brooklyn","Bushwick North","2364"
"2023-01-01","Yellow Taxi","Pick-up","36","Brooklyn","Bushwick North","197"
"2023-01-01","Yellow Taxi","Drop-off","37","Brooklyn","Bushwick South","3500"
"2023-01-01","Yellow Taxi","Pick-up","37","Brooklyn","Bushwick South","278"
"2023-01-01","Yellow Taxi","Drop-off","38","Queens","Cambria Heights","558"
"2023-01-01","Yellow Taxi","Pick-up","38","Queens","Cambria Heights","41"
"2023-01-01","Yellow Taxi","Drop-off","39","Brooklyn","Canarsie","1080"
"2023-01-01","Yellow Taxi","Pick-up","39","Brooklyn","Canarsie","153"
"2023-01-01","Yellow Taxi","Drop-off","40","Brooklyn","Carroll Gardens","2519"
"2023-01-01","Yellow Taxi","Pick-up","40","Brooklyn","Carroll Gardens","379"
"2023-01-01","Yellow Taxi","Drop-off","41","Manhattan","Central Harlem","19081"
"2023-01-01","Yellow Taxi","Pick-up","41","Manhattan","Central Harlem","6885"
"2023-01-01","Yellow Taxi","Drop-off","42","Manhattan","Central Harlem North","11718"
"2023-01-01","Yellow Taxi","Pick-up","42","Manhattan","Central Harlem North","2449"
"2023-01-01","Yellow Taxi","Drop-off","43","Manhattan","Central Park","36769"
"2023-01-01","Yellow Taxi","Pick-up","43","Manhattan","Central Park","49585"
"2023-01-01","Yellow Taxi","Drop-off","44","Staten Island","Charleston/Tottenville","32"
"2023-01-01","Yellow Taxi","Pick-up","44","Staten Island","Charleston/Tottenville","15"
"2023-01-01","Yellow Taxi","Drop-off","45","Manhattan","Chinatown","7665"
"2023-01-01","Yellow Taxi","Pick-up","45","Manhattan","Chinatown","3844"
"2023-01-01","Yellow Taxi","Drop-off","46","Bronx","City Island","53"
"2023-01-01","Yellow Taxi","Drop-off","47","Bronx","Claremont/Bathgate","287"
"2023-01-01","Yellow Taxi","Pick-up","47","Bronx","Claremont/Bathgate","34"
"2023-01-01","Yellow Taxi","Drop-off","48","Manhattan","Clinton East","77345"
"2023-01-01","Yellow Taxi","Pick-up","48","Manhattan","Clinton East","83479"
"2023-01-01","Yellow Taxi","Drop-off","49","Brooklyn","Clinton Hill","4314"
"2023-01-01","Yellow Taxi","Pick-up","49","Brooklyn","Clinton Hill","253"
"2023-01-01","Yellow Taxi","Drop-off","50","Manhattan","Clinton West","32429"
"2023-01-01","Yellow Taxi","Pick-up","50","Manhattan","Clinton West","18525"
"2023-01-01","Yellow Taxi","Drop-off","51","Bronx","Co-Op City","347"
"2023-01-01","Yellow Taxi","Pick-up","51","Bronx","Co-Op City","49"
"2023-01-01","Yellow Taxi","Drop-off","52","Brooklyn","Cobble Hill","1922"
"2023-01-01","Yellow Taxi","Pick-up","52","Brooklyn","Cobble Hill","578"
"2023-01-01","Yellow Taxi","Drop-off","53","Queens","College Point","347"
"2023-01-01","Yellow Taxi","Pick-up","53","Queens","College Point","30"
"2023-01-01","Yellow Taxi","Drop-off","54","Brooklyn","Columbia Street","604"
"2023-01-01","Yellow Taxi","Pick-up","54","Brooklyn","Columbia Street","33"
"2023-01-01","Yellow Taxi","Drop-off","55","Brooklyn","Coney Island","353"
"2023-01-01","Yellow Taxi","Pick-up","55","Brooklyn","Coney Island","35"
"2023-01-01","Yellow Taxi","Drop-off","56","Queens","Corona","869"
"2023-01-01","Yellow Taxi","Pick-up","56","Queens","Corona","217"
"2023-01-01","Yellow Taxi","Drop-off","57","Queens","Corona","35"
"2023-01-01","Yellow Taxi","Pick-up","57","Queens","Corona","5"
"2023-01-01","Yellow Taxi","Drop-off","58","Bronx","Country Club","75"
"2023-01-01","Yellow Taxi","Pick-up","58","Bronx","Country Club","2"
"2023-01-01","Yellow Taxi","Drop-off","59","Bronx","Crotona Park","24"
"2023-01-01","Yellow Taxi","Drop-off","60","Bronx","Crotona Park East","186"
"2023-01-01","Yellow Taxi","Pick-up","60","Bronx","Crotona Park East","26"
"2023-01-01","Yellow Taxi","Drop-off","61","Brooklyn","Crown Heights North","4552"
"2023-01-01","Yellow Taxi","Pick-up","61","Brooklyn","Crown Heights North","281"
"2023-01-01","Yellow Taxi","Drop-off","62","Brooklyn","Crown Heights South","1363"
"2023-01-01","Yellow Taxi","Pick-up","62","Brooklyn","Crown Heights South","84"
"2023-01-01","Yellow Taxi","Drop-off","63","Brooklyn","Cypress Hills","826"
"2023-01-01","Yellow Taxi","Pick-up","63","Brooklyn","Cypress Hills","134"
"2023-01-01","Yellow Taxi","Drop-off","64","Queens","Douglaston","311"
"2023-01-01","Yellow Taxi","Pick-up","64","Queens","Douglaston","11"
"2023-01-01","Yellow Taxi","Drop-off","65","Brooklyn","Downtown Brooklyn/MetroTech","3925"
"2023-01-01","Yellow Taxi","Pick-up","65","Brooklyn","Downtown Brooklyn/MetroTech","1502"
"2023-01-01","Yellow Taxi","Drop-off","66","Brooklyn","DUMBO/Vinegar Hill","3602"
"2023-01-01","Yellow Taxi","Pick-up","66","Brooklyn","DUMBO/Vinegar Hill","533"
"2023-01-01","Yellow Taxi","Drop-off","67","Brooklyn","Dyker Heights","376"
"2023-01-01","Yellow Taxi","Pick-up","67","Brooklyn","Dyker Heights","30"
"2023-01-01","Yellow Taxi","Drop-off","68","Manhattan","East Chelsea","72867"
"2023-01-01","Yellow Taxi","Pick-up","68","Manhattan","East Chelsea","75059"
"2023-01-01","Yellow Taxi","Drop-off","69","Bronx","East Concourse/Concourse Village","1021"
"2023-01-01","Yellow Taxi","Pick-up","69","Bronx","East Concourse/Concourse Village","100"
"2023-01-01","Yellow Taxi","Drop-off","70","Queens","East Elmhurst","1581"
"2023-01-01","Yellow Taxi","Pick-up","70","Queens","East Elmhurst","13095"
"2023-01-01","Yellow Taxi","Drop-off","71","Brooklyn","East Flatbush/Farragut","562"
"2023-01-01","Yellow Taxi","Pick-up","71","Brooklyn","East Flatbush/Farragut","40"
"2023-01-01","Yellow Taxi","Drop-off","72","Brooklyn","East Flatbush/Remsen Village","534"
"2023-01-01","Yellow Taxi","Pick-up","72","Brooklyn","East Flatbush/Remsen Village","53"
"2023-01-01","Yellow Taxi","Drop-off","73","Queens","East Flushing","196"
"2023-01-01","Yellow Taxi","Pick-up","73","Queens","East Flushing","5"
"2023-01-01","Yellow Taxi","Drop-off","74","Manhattan","East Harlem North","20995"
"2023-01-01","Yellow Taxi","Pick-up","74","Manhattan","East Harlem North","6186"
"2023-01-01","Yellow Taxi","Drop-off","75","Manhattan","East Harlem South","38207"
"2023-01-01","Yellow Taxi","Pick-up","75","Manhattan","East Harlem South","18994"
"2023-01-01","Yellow Taxi","Drop-off","76","Brooklyn","East New York","1645"
"2023-01-01","Yellow Taxi","Pick-up","76","Brooklyn","East New York","291"
"2023-01-01","Yellow Taxi","Drop-off","77","Brooklyn","East New York/Pennsylvania Avenue","297"
"2023-01-01","Yellow Taxi","Pick-up","77","Brooklyn","East New York/Pennsylvania Avenue","29"
"2023-01-01","Yellow Taxi","Drop-off","78","Bronx","East Tremont","297"
"2023-01-01","Yellow Taxi","Pick-up","78","Bronx","East Tremont","43"
"2023-01-01","Yellow Taxi","Drop-off","79","Manhattan","East Village","64369"
"2023-01-01","Yellow Taxi","Pick-up","79","Manhattan","East Village","77939"
"2023-01-01","Yellow Taxi","Drop-off","80","Brooklyn","East Williamsburg","4219"
"2023-01-01","Yellow Taxi","Pick-up","80","Brooklyn","East Williamsburg","487"
"2023-01-01","Yellow Taxi","Drop-off","81","Bronx","Eastchester","197"
"2023-01-01","Yellow Taxi","Pick-up","81","Bronx","Eastchester","20"
"2023-01-01","Yellow Taxi","Drop-off","82","Queens","Elmhurst","1790"
"2023-01-01","Yellow Taxi","Pick-up","82","Queens","Elmhurst","343"
"2023-01-01","Yellow Taxi","Drop-off","83","Queens","Elmhurst/Maspeth","776"
"2023-01-01","Yellow Taxi","Pick-up","83","Queens","Elmhurst/Maspeth","107"
"2023-01-01","Yellow Taxi","Drop-off","84","Staten Island","Eltingville/Annadale/Prince's Bay","18"
"2023-01-01","Yellow Taxi","Drop-off","85","Brooklyn","Erasmus","521"
"2023-01-01","Yellow Taxi","Pick-up","85","Brooklyn","Erasmus","33"
"2023-01-01","Yellow Taxi","Drop-off","86","Queens","Far Rockaway","443"
"2023-01-01","Yellow Taxi","Pick-up","86","Queens","Far Rockaway","25"
"2023-01-01","Yellow Taxi","Drop-off","87","Manhattan","Financial District North","21080"
"2023-01-01","Yellow Taxi","Pick-up","87","Manhattan","Financial District North","13915"
"2023-01-01","Yellow Taxi","Drop-off","88","Manhattan","Financial District South","8984"
"2023-01-01","Yellow Taxi","Pick-up","88","Manhattan","Financial District South","6776"
"2023-01-01","Yellow Taxi","Drop-off","89","Brooklyn","Flatbush/Ditmas Park","2415"
"2023-01-01","Yellow Taxi","Pick-up","89","Brooklyn","Flatbush/Ditmas Park","140"
"2023-01-01","Yellow Taxi","Drop-off","90","Manhattan","Flatiron","41657"
"2023-01-01","Yellow Taxi","Pick-up","90","Manhattan","Flatiron","48844"
"2023-01-01","Yellow Taxi","Drop-off","91","Brooklyn","Flatlands","625"
"2023-01-01","Yellow Taxi","Pick-up","91","Brooklyn","Flatlands","58"
"2023-01-01","Yellow Taxi","Drop-off","92","Queens","Flushing","1524"
"2023-01-01","Yellow Taxi","Pick-up","92","Queens","Flushing","69"
"2023-01-01","Yellow Taxi","Drop-off","93","Queens","Flushing Meadows-Corona Park","3724"
"2023-01-01","Yellow Taxi","Pick-up","93","Queens","Flushing Meadows-Corona Park","1600"
"2023-01-01","Yellow Taxi","Drop-off","94","Bronx","Fordham South","197"
"2023-01-01","Yellow Taxi","Pick-up","94","Bronx","Fordham South","31"
"2023-01-01","Yellow Taxi","Drop-off","95","Queens","Forest Hills","3718"
"2023-01-01","Yellow Taxi","Pick-up","95","Queens","Forest Hills","311"
"2023-01-01","Yellow Taxi","Drop-off","96","Queens","Forest Park/Highland Park","191"
"2023-01-01","Yellow Taxi","Pick-up","96","Queens","Forest Park/Highland Park","21"
"2023-01-01","Yellow Taxi","Drop-off","97","Brooklyn","Fort Greene","3851"
"2023-01-01","Yellow Taxi","Pick-up","97","Brooklyn","Fort Greene","819"
"2023-01-01","Yellow Taxi","Drop-off","98","Queens","Fresh Meadows","284"
"2023-01-01","Yellow Taxi","Pick-up","98","Queens","Fresh Meadows","15"
"2023-01-01","Yellow Taxi","Drop-off","99","Staten Island","Freshkills Park","3"
"2023-01-01","Yellow Taxi","Pick-up","99","Staten Island","Freshkills Park","2"
"2023-01-01","Yellow Taxi","Drop-off","100","Manhattan","Garment District","40752"
"2023-01-01","Yellow Taxi","Pick-up","100","Manhattan","Garment District","49220"
"2023-01-01","Yellow Taxi","Drop-off","101","Queens","Glen Oaks","246"
"2023-01-01","Yellow Taxi","Pick-up","101","Queens","Glen Oaks","20"
"2023-01-01","Yellow Taxi","Drop-off","102","Queens","Glendale","546"
"2023-01-01","Yellow Taxi","Pick-up","102","Queens","Glendale","26"
"2023-01-01","Yellow Taxi","Drop-off","105","Manhattan","Governor's Island/Ellis Island/Liberty Island","1"
"2023-01-01","Yellow Taxi","Drop-off","106","Brooklyn","Gowanus","903"
"2023-01-01","Yellow Taxi","Pick-up","106","Brooklyn","Gowanus","74"
"2023-01-01","Yellow Taxi","Drop-off","107","Manhattan","Gramercy","61734"
"2023-01-01","Yellow Taxi","Pick-up","107","Manhattan","Gramercy","68143"
"2023-01-01","Yellow Taxi","Drop-off","108","Brooklyn","Gravesend","189"
"2023-01-01","Yellow Taxi","Pick-up","108","Brooklyn","Gravesend","15"
"2023-01-01","Yellow Taxi","Drop-off","109","Staten Island","Great Kills","23"
"2023-01-01","Yellow Taxi","Pick-up","109","Staten Island","Great Kills","1"
"2023-01-01","Yellow Taxi","Drop-off","111","Brooklyn","Green-Wood Cemetery","21"
"2023-01-01","Yellow Taxi","Pick-up","111","Brooklyn","Green-Wood Cemetery","2"
"2023-01-01","Yellow Taxi","Drop-off","112","Brooklyn","Greenpoint","6547"
"2023-01-01","Yellow Taxi","Pick-up","112","Brooklyn","Greenpoint","568"
"2023-01-01","Yellow Taxi","Drop-off","113","Manhattan","Greenwich Village North","38169"
"2023-01-01","Yellow Taxi","Pick-up","113","Manhattan","Greenwich Village North","40211"
"2023-01-01","Yellow Taxi","Drop-off","114","Manhattan","Greenwich Village South","28532"
"2023-01-01","Yellow Taxi","Pick-up","114","Manhattan","Greenwich Village South","39501"
"2023-01-01","Yellow Taxi","Drop-off","115","Staten Island","Grymes Hill/Clifton","50"
"2023-01-01","Yellow Taxi","Pick-up","115","Staten Island","Grymes Hill/Clifton","4"
"2023-01-01","Yellow Taxi","Drop-off","116","Manhattan","Hamilton Heights","7335"
"2023-01-01","Yellow Taxi","Pick-up","116","Manhattan","Hamilton Heights","2204"
"2023-01-01","Yellow Taxi","Drop-off","117","Queens","Hammels/Arverne","204"
"2023-01-01","Yellow Taxi","Pick-up","117","Queens","Hammels/Arverne","16"
"2023-01-01","Yellow Taxi","Drop-off","118","Staten Island","Heartland Village/Todt Hill","57"
"2023-01-01","Yellow Taxi","Pick-up","118","Staten Island","Heartland Village/Todt Hill","5"
"2023-01-01","Yellow Taxi","Drop-off","119","Bronx","Highbridge","510"
"2023-01-01","Yellow Taxi","Pick-up","119","Bronx","Highbridge","64"
"2023-01-01","Yellow Taxi","Drop-off","120","Manhattan","Highbridge Park","123"
"2023-01-01","Yellow Taxi","Pick-up","120","Manhattan","Highbridge Park","12"
"2023-01-01","Yellow Taxi","Drop-off","121","Queens","Hillcrest/Pomonok","574"
"2023-01-01","Yellow Taxi","Pick-up","121","Queens","Hillcrest/Pomonok","35"
"2023-01-01","Yellow Taxi","Drop-off","122","Queens","Hollis","188"
"2023-01-01","Yellow Taxi","Pick-up","122","Queens","Hollis","10"
"2023-01-01","Yellow Taxi","Drop-off","123","Brooklyn","Homecrest","566"
"2023-01-01","Yellow Taxi","Pick-up","123","Brooklyn","Homecrest","38"
"2023-01-01","Yellow Taxi","Drop-off","124","Queens","Howard Beach","781"
"2023-01-01","Yellow Taxi","Pick-up","124","Queens","Howard Beach","161"
"2023-01-01","Yellow Taxi","Drop-off","125","Manhattan","Hudson Sq","13470"
"2023-01-01","Yellow Taxi","Pick-up","125","Manhattan","Hudson Sq","13973"
"2023-01-01","Yellow Taxi","Drop-off","126","Bronx","Hunts Point","244"
"2023-01-01","Yellow Taxi","Pick-up","126","Bronx","Hunts Point","20"
"2023-01-01","Yellow Taxi","Drop-off","127","Manhattan","Inwood","2125"
"2023-01-01","Yellow Taxi","Pick-up","127","Manhattan","Inwood","134"
"2023-01-01","Yellow Taxi","Drop-off","128","Manhattan","Inwood Hill Park","195"
"2023-01-01","Yellow Taxi","Pick-up","128","Manhattan","Inwood Hill Park","13"
"2023-01-01","Yellow Taxi","Drop-off","129","Queens","Jackson Heights","4288"
"2023-01-01","Yellow Taxi","Pick-up","129","Queens","Jackson Heights","529"
"2023-01-01","Yellow Taxi","Drop-off","130","Queens","Jamaica","2089"
"2023-01-01","Yellow Taxi","Pick-up","130","Queens","Jamaica","694"
"2023-01-01","Yellow Taxi","Drop-off","131","Queens","Jamaica Estates","592"
"2023-01-01","Yellow Taxi","Pick-up","131","Queens","Jamaica Estates","52"
"2023-01-01","Yellow Taxi","Drop-off","132","Queens","JFK Airport","33180"
"2023-01-01","Yellow Taxi","Pick-up","132","Queens","JFK Airport","160024"
"2023-01-01","Yellow Taxi","Drop-off","133","Brooklyn","Kensington","814"
"2023-01-01","Yellow Taxi","Pick-up","133","Brooklyn","Kensington","53"
"2023-01-01","Yellow Taxi","Drop-off","134","Queens","Kew Gardens","1162"
"2023-01-01","Yellow Taxi","Pick-up","134","Queens","Kew Gardens","209"
"2023-01-01","Yellow Taxi","Drop-off","135","Queens","Kew Gardens Hills","1008"
"2023-01-01","Yellow Taxi","Pick-up","135","Queens","Kew Gardens Hills","87"
"2023-01-01","Yellow Taxi","Drop-off","136","Bronx","Kingsbridge Heights","353"
"2023-01-01","Yellow Taxi","Pick-up","136","Bronx","Kingsbridge Heights","76"
"2023-01-01","Yellow Taxi","Drop-off","137","Manhattan","Kips Bay","41667"
"2023-01-01","Yellow Taxi","Pick-up","137","Manhattan","Kips Bay","37032"
"2023-01-01","Yellow Taxi","Drop-off","138","Queens","LaGuardia Airport","32025"
"2023-01-01","Yellow Taxi","Pick-up","138","Queens","LaGuardia Airport","89185"
"2023-01-01","Yellow Taxi","Drop-off","139","Queens","Laurelton","497"
"2023-01-01","Yellow Taxi","Pick-up","139","Queens","Laurelton","24"
"2023-01-01","Yellow Taxi","Drop-off","140","Manhattan","Lenox Hill East","66591"
"2023-01-01","Yellow Taxi","Pick-up","140","Manhattan","Lenox Hill East","66996"
"2023-01-01","Yellow Taxi","Drop-off","141","Manhattan","Lenox Hill West","87635"
"2023-01-01","Yellow Taxi","Pick-up","141","Manhattan","Lenox Hill West","80990"
"2023-01-01","Yellow Taxi","Drop-off","142","Manhattan","Lincoln Square East","87920"
"2023-01-01","Yellow Taxi","Pick-up","142","Manhattan","Lincoln Square East","100174"
"2023-01-01","Yellow Taxi","Drop-off","143","Manhattan","Lincoln Square West","48355"
"2023-01-01","Yellow Taxi","Pick-up","143","Manhattan","Lincoln Square West","34838"
"2023-01-01","Yellow Taxi","Drop-off","144","Manhattan","Little Italy/NoLiTa","25524"
"2023-01-01","Yellow Taxi","Pick-up","144","Manhattan","Little Italy/NoLiTa","23838"
"2023-01-01","Yellow Taxi","Drop-off","145","Queens","Long Island City/Hunters Point","8800"
"2023-01-01","Yellow Taxi","Pick-up","145","Queens","Long Island City/Hunters Point","2411"
"2023-01-01","Yellow Taxi","Drop-off","146","Queens","Long Island City/Queens Plaza","2575"
"2023-01-01","Yellow Taxi","Pick-up","146","Queens","Long Island City/Queens Plaza","1365"
"2023-01-01","Yellow Taxi","Drop-off","147","Bronx","Longwood","249"
"2023-01-01","Yellow Taxi","Pick-up","147","Bronx","Longwood","23"
"2023-01-01","Yellow Taxi","Drop-off","148","Manhattan","Lower East Side","28597"
"2023-01-01","Yellow Taxi","Pick-up","148","Manhattan","Lower East Side","31004"
"2023-01-01","Yellow Taxi","Drop-off","149","Brooklyn","Madison","490"
"2023-01-01","Yellow Taxi","Pick-up","149","Brooklyn","Madison","19"
"2023-01-01","Yellow Taxi","Drop-off","150","Brooklyn","Manhattan Beach","218"
"2023-01-01","Yellow Taxi","Pick-up","150","Brooklyn","Manhattan Beach","20"
"2023-01-01","Yellow Taxi","Drop-off","151","Manhattan","Manhattan Valley","29316"
"2023-01-01","Yellow Taxi","Pick-up","151","Manhattan","Manhattan Valley","25828"
"2023-01-01","Yellow Taxi","Drop-off","152","Manhattan","Manhattanville","4620"
"2023-01-01","Yellow Taxi","Pick-up","152","Manhattan","Manhattanville","2019"
"2023-01-01","Yellow Taxi","Drop-off","153","Manhattan","Marble Hill","122"
"2023-01-01","Yellow Taxi","Pick-up","153","Manhattan","Marble Hill","12"
"2023-01-01","Yellow Taxi","Drop-off","154","Brooklyn","Marine Park/Floyd Bennett Field","71"
"2023-01-01","Yellow Taxi","Pick-up","154","Brooklyn","Marine Park/Floyd Bennett Field","27"
"2023-01-01","Yellow Taxi","Drop-off","155","Brooklyn","Marine Park/Mill Basin","641"
"2023-01-01","Yellow Taxi","Pick-up","155","Brooklyn","Marine Park/Mill Basin","94"
"2023-01-01","Yellow Taxi","Drop-off","156","Staten Island","Mariners Harbor","46"
"2023-01-01","Yellow Taxi","Pick-up","156","Staten Island","Mariners Harbor","5"
"2023-01-01","Yellow Taxi","Drop-off","157","Queens","Maspeth","870"
"2023-01-01","Yellow Taxi","Pick-up","157","Queens","Maspeth","200"
"2023-01-01","Yellow Taxi","Drop-off","158","Manhattan","Meatpacking/West Village West","29010"
"2023-01-01","Yellow Taxi","Pick-up","158","Manhattan","Meatpacking/West Village West","24207"
"2023-01-01","Yellow Taxi","Drop-off","159","Bronx","Melrose South","698"
"2023-01-01","Yellow Taxi","Pick-up","159","Bronx","Melrose South","104"
"2023-01-01","Yellow Taxi","Drop-off","160","Queens","Middle Village","875"
"2023-01-01","Yellow Taxi","Pick-up","160","Queens","Middle Village","47"
"2023-01-01","Yellow Taxi","Drop-off","161","Manhattan","Midtown Center","116108"
"2023-01-01","Yellow Taxi","Pick-up","161","Manhattan","Midtown Center","135360"
"2023-01-01","Yellow Taxi","Drop-off","162","Manhattan","Midtown East","82709"
"2023-01-01","Yellow Taxi","Pick-up","162","Manhattan","Midtown East","105313"
"2023-01-01","Yellow Taxi","Drop-off","163","Manhattan","Midtown North","72444"
"2023-01-01","Yellow Taxi","Pick-up","163","Manhattan","Midtown North","85122"
"2023-01-01","Yellow Taxi","Drop-off","164","Manhattan","Midtown South","59683"
"2023-01-01","Yellow Taxi","Pick-up","164","Manhattan","Midtown South","67124"
"2023-01-01","Yellow Taxi","Drop-off","165","Brooklyn","Midwood","840"
"2023-01-01","Yellow Taxi","Pick-up","165","Brooklyn","Midwood","36"
"2023-01-01","Yellow Taxi","Drop-off","166","Manhattan","Morningside Heights","21647"
"2023-01-01","Yellow Taxi","Pick-up","166","Manhattan","Morningside Heights","13484"
"2023-01-01","Yellow Taxi","Drop-off","167","Bronx","Morrisania/Melrose","369"
"2023-01-01","Yellow Taxi","Pick-up","167","Bronx","Morrisania/Melrose","73"
"2023-01-01","Yellow Taxi","Drop-off","168","Bronx","Mott Haven/Port Morris","1808"
"2023-01-01","Yellow Taxi","Pick-up","168","Bronx","Mott Haven/Port Morris","303"
"2023-01-01","Yellow Taxi","Drop-off","169","Bronx","Mount Hope","447"
"2023-01-01","Yellow Taxi","Pick-up","169","Bronx","Mount Hope","53"
"2023-01-01","Yellow Taxi","Drop-off","170","Manhattan","Murray Hill","88729"
